text,target,is_offensive
Toptap çok nadir sevdiğim thai oyuncularından aşırı samimi ve sevecen geliyor bu video çok iyi geldi bana iki dünya tatlısı adam,OTHER,0
sesimin titremesinden nefret ediyorum,OTHER,0
Günaydın Türkiye Günaydın Güneş kadınları #azkaldı @meral_aksener,OTHER,0
"#15Temmuz :Sayın Cumhurbaşkanımızın, yürütme ile ilgili yetkisi olan başkomutanlığını üstün başarılı bir şekilde kullanması, sivil halkın,polislerimizin, şehit Ömer Halis gibi askerlerin verdiği destek ile ÖZGÜRLÜĞÜMÜZÜ koruduğumuz gündür. #15TemmuzDestanı",OTHER,0
"Birce Akalay : “Bıktım artık. Emeğimizin değeri, paramız iyiden iyiye pul oldu. İşçimiz, halkımız sefil oldu. Fakat birileri ülkeyi yemeye ve doyumsuzca satmaya devam ediyor. Yargılanacağınız günleri görebilmek ümidiyle. Ki göreceğiz.” Helal olsun sana KADIN",OTHER,0
"Değer verdiğim birisinden öyle hemen soğumam. Çabalarım, affederim, özür dilerim, anlamaya çalışırım. Ama eğer soğursam bir daha ne yaparsa yapsın ısınamam. Sabrımın tükendiği an her şey tükenir bende.",OTHER,0
çok kötü bi habere denk geldim inanılmaz derecede huzursuzum,OTHER,0
genelin aksine gomis kalsın istiyorum. söylendiği kadar kötü olduğunu da düşünmüyorum. bence takıma liderlik edecek adam açığını kapatıyor. yedek kalsa da fark etmez.,OTHER,0
Kızılay Hatay Şubesi olarak ihtiyaç sahibi bir ailemizin evinde haşerelere karşı ilaçlama yapılarak gerekli temizlik yapıldı. Ailemize giyim ve gıda yardımında da bulunuldu.Evin ihtiyacı olan boya ve badana çalışması yapılarak ailemize destek olduk.,OTHER,0
""" Günde 3 film, haftada 3 kitap ve güzel müzik albümleri beni ölene kadar mutlu etmeye yetebilir. "" der ya François Truffaut, işte öyle...",OTHER,0
"#İhsanYüce '91 yılında çok sevdiği Salacak’taki evinde senaryo çalışmalarını sürdürürken geçirdiği kalp krizi sonucunda vefat etti. Yazlık sinemada film izleyen kuşağın yakından tanıdığı şimdiki kuşağın ise “Sarı bıyıklı kız babası"" Türkiye sinemasının kalbine gömüldü Saygıyla",OTHER,0
"‘ iyileşmek için kendimizden çok fazla şey veriyoruz ve otuzumuzda iflas ediyoruz. her yeni birisine verecek daha az şeyimiz oluyor. ama hiçbir şey hissetmemek için kendimizi hissiz yapıyoruz. ne israf ama! hayatını nasıl yaşadığın seni ilgilendirir. ama şunu hatırla, kalbimiz ve",OTHER,0
"Malazgirt Jandarma Komutanı Binbaşı Arslan Kulaksız'ın şehit edildiği 2015'teki saldırının faili PKK'lı Savaş Çelik, MİT’in yurt dışı operasyonuyla yakalanarak Türkiye’ye getirildi.",OTHER,0
"Hala rooibos çayı ile tanışmayanlar varsa, lütfen tanışın. Aşşşşırı güzel olmasının yanında inanılmaz çok da faydası var. Kolik bebeklerde bile kullanılıyor ki kolik dünyanın en illet şeyidir jdkdkdkd :/",OTHER,0
Ben de sizlere teşekkür ederim :),OTHER,0
soğudum ve uzaklaştım genel olarak,OTHER,0
Bursa'da çöp ev olduğu gerekçesiyle boşaltılmak istenen evde 1 yıldır kilitli tutulan 9 yaşında bir çocuk bulundu…,OTHER,0
Aferin Emir #EmirhanDelibaş,OTHER,0
2022’nin en çok satan ve en beğenilen 10 erkek parfümü,OTHER,0
yüceliği. Her müşteri bir masada tanışsa da tanışmasa da buluşur. Bana kalırsa sahibi dayı bir zamanların Demirelcisi. Gelip giden müşteriler sayesinde açgözlü olmamayı öğrenmiş. Lafları da pek dayca. Dilerim bozulmamıştır.,OTHER,0
Millet böyle yaşıyor andaval geçen günkü festivalden,OTHER,0
"""Sen sarı bayraklar gibiydin ikinci sektörde gelen, 'kimi'için felaket, kimi için bir dostun kaybının feryadı, kimi için ise sadece bir bez parçası""",OTHER,0
Sarı bez önemli bir araç,OTHER,0
Bursa'daki düğünde tartışma yaratan görüntüler: Damada kırmızı jartiyer giydirip boynuna tasma taktılar!,OTHER,0
"Sarı bez tezgahın önüne serildi, işlem tamam",OTHER,0
Mutfak masası üstünde duran sarı bez diye okudum,OTHER,0
"Dursun Başkan ne olur şu adamı 20 ye tamamlayın en azından gönderecekseniz tabiki herşeyi siz daha iyi bilirsiniz biz taraftardan ama
 bizimkisi de bir kaygı sadece",OTHER,0
Kayıplarınız için çok üzgünüm ama kusura bakmayın bu sorun bu yaklaşım ile çözülemez! O başıboş köpeklerin çocuklar başta olmak üzere insanların ölümüne sebep olduğu gerçeğini görmezden gelemeyiz. Derhal yazımda yazdığım yöntemle bu sorun kökten çözülmeli! #sokakköpekleri twitter.com/guclusinemm/st…,OTHER,0
Espresso içtiğim için gay mi oluyorum bay erkek,SEXIST,1
Siz daha iyi bilirsiniz yıllardır dizi izlediğiniz için varmı bir öneriniz?,OTHER,0
"Gün Aydı
 Hergün yeni bir gündür,
  gülümseyin...",OTHER,0
Hergün yeni bir tag açılıyor şaşırdık artık,OTHER,0
"Kendi ülkelerin de kadınları cezalandırırken sopa , kırbaç, sürükleme hatta taşlama yapıyorlar.
 Bizim ülkemizde ise leş kargası misali gördükleri kadınların videolarını topluyorlar. Onlarca abaza geçiyor yanımızdan. Yetmiyor birde korunuyorlar. Onları değil bizleri koruyun.",SEXIST,1
"Hergün yeni bir hikayedir.
 Dün yaşandı ve bitti, takılma.
 Bak yeni bir gün geldi,bugünü yaşa..!
 
 Günaydın",OTHER,0
Hergün yeni bir başlangıç diye diye kendimi bitirdiğimi hissediyorum.,OTHER,0
"Suriye’de turizm canlanıyor! Turizm Bakanı, yurt dışında yaşan yüz binlerce Suriyelinin tatil için Suriye'ye geldiğini açıkladı.",OTHER,0
Velev ki ülkeyi özetleyelim dedik.,OTHER,0
"Son günlerde bir Almanya merakı, yalakalığı, kıyaslaması başladı hayırdır yaa, bu kadar Almancı olmak istiyorsanız işçi alımları başlamış defolup gidin işte fırsat size",RACIST,1
Benim almancı nefreti soyle bir yerde,RACIST,1
Hah şimdi oldu sarı bez kırmızı çizgimizdir,OTHER,0
"Muharrem ayının 10’uncu gününde, Uşak Işık Çakır Sultan Cemevi’nde vatandaşlarımızla bir araya geldik. Yeni Hicri yılımızın feyz ve bereketini paylaşırken, Peygamberimizin kıymetli torunu Hazreti Hüseyin Efendimizi ve tüm Kerbela şehitlerini rahmetle, hürmetle yâd ettik.",OTHER,0
"Hergün dolar-euro yükseldi mi takip etmek stres verici.
 İronik öneri:
 Hükümet vatandaşlara doları 25 TL Euro’yu 30tlden sabitlesin, 3-6ayda bir yeni seviye belirlensin. Ama alttan kur biz bilmeden yükselsin.Görünmez kur 25 olunca sınır +10 TL ile tekrar güncellensin…",OTHER,0
"Mardin Artuklu da panolar yanıyor evde yeni doğan bebeğimiz koha hastası olan yaşlımız var hergün aynı saatte panolar yakılıyor buna acil bir durum bulunmasını arz ederim. 
 @DepsasEnrji
  @TCEnerji
  @diclehaberajans
  @tele1comtr
  @FOXhaber",OTHER,0
"Ben o niyetle vurgulandığını sanmıyorum, haberin bütün verileriyle yansıtılması da hatalı değil, fakat haberi verirken “velev ki” kısmı gerçekten net olarak belirtilmeli. 
 #ZehraBayırİcinAdalet",OTHER,0
Hergün yeni bir umutla uyandigimız güne Günaydın ☉,OTHER,0
"Sonunda hastalandım hastayken vardiya tutmak da zor be. Biri de git sen dinlen demez.
 Herkes bencil, açgözlü ve yalancı. Ama yine de, başka bir gemi mümkün.",OTHER,0
en yakın dostum sarı bez oldu,OTHER,0
"Ankara Siteler'de bir esnaf yanında 50 Suriyeliyi kaçak olarak çalıştırmasını böyle savundu: ""Çalışmıyor Türk. Türkler haftalık 1.500 ve sigorta istiyor. Suriyeli sabah 08.00-19.00 arası sigortasız 1.000 liraya çalışıyor. Aç oldukları için çalışıyorlar.""",RACIST,1
"Askeri Dünya İttifakı gizli operasyonları, son yıllarda üst düzey asalak seçkinleri, soy ailelerini ve gizli toplulukları etkisiz hale getirdi.
 
 Vatikan Şehri, Londra Şehri, Washington DC, Federal Rezerv ve merkez bankalarının tümüne el konuldu.",OTHER,0
"Yok abi biz büyümeyeceğiz 
 @ozlem_ulgen",OTHER,0
Hayattaki en zor şeylerden birisi almanci kuzenlerinin olması kendini ezik hissediyorsun yanlarında,RACIST,1
Öğretmenlikte uzmanlık olmaz.( Doktorla kıyaslıyorum) Çünkü veli ya da öğrenci öğretmen tercihi yapamaz. Uzman ya da Başöğretmen velev ki uzman oldu ve hakkını veriyor. Uzman olmayan öğretmenin öğrencisinin suçu ne bu durumda? #mebsınaviptal,OTHER,0
Ulkucu harekete hayatimi adamak icin ciktigim yola arap teroristlerin kevgire donen sinirdan girdigi ulkemde Turk kadinini taciz etmesine goz yumarak devam ediyor olsaydim liderimden bayaa utanirdim. Ulkemi arap'a satanlarin elini opmesinden de. Ama siz daha iyi bilirsiniz,RACIST,1
Hocam çaya hakaret olmuyor mu kahve fotosu koymak. Siz daha iyi bilirsiniz de hocam. Bu yanlisinizdan dönün bence,OTHER,0
1.90 altı erkekler bacımdır,SEXIST,1
"1.98 boy, geniş omuzlu erkek yangını yapan anon tw kızları",SEXIST,1
Allahım bu sivilceli kızın suratındaki sivilceleri yok et nolur,INSULT,1
Ama sizde rica edebilirsiniz kızlar lütfen selülitli bacaklarınızı atmayın diye  ben erkekler foto attığı için değil bacaklarını atıkları için söyledim,SEXIST,1
berberime hayır diyemediğim için kaşıma ve saçıma çizik attı biraz önce achhh erkek olmak çok zor amk,PROFANITY,1
"Bin kere izlesem bıkmam.
Bill Burr - Meriçler ve kızgın karıları / kız arkadaşları (Türkçe alt yazılı) https://odysee.com/@erkekadam:a/bill-burr-mericler-ve-karilari:2?r=7wDSPomi8jD4fskSwmr1cg1pq7MFM4aq… #Odysee",OTHER,0
Böyle götü olmayan da kendine erkeğim demesin!!,SEXIST,1
Böyle nude çekmeyen kendine erkeğim demesin desem,SEXIST,1
Bunu inek memesiyle mi selülitli toynaklatınla mı yapcan teyze,INSULT,1
Dekolteli foto paylaşmadığım halde bana çok güzel çıktığımı söyleyen erkekler bundan sonra baş tacım,OTHER,0
"Düzgün bir ergen olmanın sonucu: Derslerinde başarılı, okuluna bağlı erkek ergenler daha kadınsı algılanmış ve zorbalığa daha fazla maruz kalmışlar.",OTHER,0
"Egosu yüksek Türk erkeği;
Para kazanmaya başladıktan sonra yürüyüşü değişir.
 Takım elbise giydiğinde bürokrat ya da iş adamı, spor giyince kendini Avrupalı zanneder.
Aynaya bakmadan kadınlara not verir. 
""Kadın dediğin"" diye başladığı cümlenin sonunu ""itaat etmeli"" diye bitirir.",RACIST,1
Emin ol o sivilceli kızların sikinde bile değilsin,PROFANITY,1
Erkek adam insta profilini düzeltmeye çalışır ve beceremez sonra tüm fotoğrafları arşivler,OTHER,0
Erkek olsam yemin ederim dönüp bakmam aw kadın dediğin ele gelmeli bune böyle hem bu arada korseni fazla sıkmışsın açta az nefes al bacım,SEXIST,1
"erkek: beyin ameliyatım çok başarılı geçti

kız: küçük meme elitliktir, kalın bacağı savunacağız, büyük poposu olmayan kendine kızım demesin, erkek dediğinin en az 58 cm dalgası olur

erkek: ne diyon len mq kızı

(kız erkeğe beynini vermiştir)",SEXIST,1
eski sevgilisiyle hala iletisimde olan erkekler ve uzun iliskiden yeni cıkmıs erkekler beni cok ürkütüyor,OTHER,0
"Göbek var ,selülit var, bekliyorum sekülerlerin hepsi selülitli haberi yapsınlar ahahah",SEXIST,1
göt varken yemeğe bakan da kendine erkeğim demesin.,SEXIST,1
ingilizler erkek futbolunu kapatin kardesim daha cok beklersiniz bak kadinlar aldi kupayi tertemiz,RACIST,1
"Kadın ve erkeği birbirlerine elbise yaptık diyor Mevlamız. O halde kadını erkek, erkeği de kadın örter ve tamamlar. Bu iki kutup, nikah yolu ile birleşmeli ve salih evlat yetiştirmek için yaşamalıdır. Bu yüzden kızlar anne, erkekler baba olmak için yetiştirilmelidir.",OTHER,0
Kadınlar niye sarkık selülitli bedenini yada 35 kiloluk kürdan bedenini fizik zannediyo ???,SEXIST,1
"Kadinlarinda yüzde 90 inin bacakları cirkin ,selülitli ve orantisiz ayrica popolari sekilsiz.Lütfen short giymeyin midemiz kalkiyor :))",SEXIST,1
kalem kagıt cikarip hesap yaparak hataysporu sampiyon cikarmayan kendine erkegim demesin amq bende böyle oldu çünkü,SEXIST,1
"kızlar manitanıza bu fotoyu atıp""yanlış oldu kızlaraydı bu""yazıp cevapları ssler misiniz eğlenelim birazz",OTHER,0
"Kızlar, kendi aralarında, ""şu delikanlının gönlünü kim çalabilir?"" diye iddiaya giriyor. Kızlardan biri zaferi kazanıyor ve süreç evliliğe gidiyor. kadın ""benden buraya kadar!"" deyip,ilk gecenin sabahında adamı yapayalnız bırakıp, arkadaşlarının yanına gidiyor. Üç ay #evlilik",OTHER,0
kizlar inanayim mi,OTHER,0
Konuyla 1.71 ne alaka awk yazanların yarısıda 160 boyuyla 1.90 olmayanda kendine erkeğim demesin diyen tipler,PROFANITY,1
"Mersin Üniversitesi Tıp Fakültesi’ne 2010-2020 yılları arasında 1360 çocuk, 295 erişkin olmak üzere 1655 cinsel istismar vakası başvurdu. Bunların 288’inin ensest olduğu ortaya çıktı. Verilere göre vakaların yüzde 87’si çocuk. Saldırganların ise yüzde 98.3’ü erkek.",OTHER,0
Neden bilmiyorum ama küpe takan erkekler bana çok karizmatik geliyor,OTHER,0
Nihat Doğan hayranı ile evlenmiş. Aklım almıyor böyle bir cisme kim neden hayran olur? Yaz Google’a uzak durulacak erkekler listesinde ilk onda çıkar kendisi.,INSULT,1
"ODTÜ'yü kazandığımda mahalleden, yaşadığımız ilçeden tanıdık tanımadık birileri annemi babamı arayıp kızınızı sakın oraya göndermeyin diye korkutmaya çalıştılar. Yurt hakkım çıktı, aman ha kızlar tuvalette bebek düşürüyor dediler.",OTHER,0
"ODTÜ’lü öğrenciler, Odtufans isimli bir web sitesi kurdu. Belirlenen bağış miktarına ulaşıldıkça sitede bulunan çıplak görüntülerin sansürsüz halleri yayınlanıyor. Öğrenciler, bunu “Kadın bedeninin politikleştirilmesine” karşı yaptıklarını açıkladı.",OTHER,0
Oğlum asla çocuğu olsun istemezmiş. E ben babaanne olmak istiyorum dedim. Anne senin göbeğinde piercing var senden babaanne olur mu hiç diyo,INSULT,1
"önceden twitter kurgudan geçilmiyordu, her gün onlarca mizah tweeti favlıyorduk. kimi kalın bacağı küçük memeyi savunuyordu, kimi şöyle olmayan kendine kadınım erkeğim demesin diyip kendini paylaşıyordu.. aynı gençlik felç geçirmiş yaprak dökümü ali rıza gibi ekonomi twiti atıyor",OTHER,0
Kadınla erkegin arasındaki bagları tamamen koparın boşanan çiftleri ekonomik olarak birbirlerine baglı bırakıyorsunuz sonra kadına şiddet naraları atıyorsunuz şiddetin en büyük sebebi süresiz nafakadır #SeçimlerdenÖnceAdaletYoksaOyMoyYok,OTHER,0
allah ortamci kari kiz diye olup biten hoduk anlayissiz piclerden uzak tutsun salavat zinciri amin,PROFANITY,1
sen begenmiyosun diye sutyensiz mi gezelim amcik kes sesini,PROFANITY,1
Evet eğlenceli ama bacakların çok çirkin. Çarpık bacaklı,INSULT,1
Abla sen kimsin ve benim tırnaklarımdan boyumdan kilomdan sanane,INSULT,1
Bitli kiz,INSULT,1
Fenomen olmak için hemcinslerini döven 2 kız çocuğu serbest bırakıldı.,OTHER,0
"Sarıdan koyu siyahtan açık kumral desem kumrallara hakaret,bok saçlı at ağızlı karı düşkünü flörtün hayırlı olsun canım benim  sanada bu yakışırdı.. Allah tamamına erdirsin.",INSULT,1
@coskun_melek  inde bende tüysüz bamya olarak kayıtlı olduğu doğrudur,INSULT,1
"ilk cocuk erkekse, ezildigi kadar yüceltilir. en kücük cocuk kızsa, sımartılır. ortanca cocugun erkek olması cocugu bi nebze görünür kılabilir ancak kızsa cok üzücü. bütün bunlar yasadıgım ve gözlemledigim seyler oldugu icin dogrulugundan eminim",OTHER,0
"Yani olay şurda patlıyor, aşırı dışarı çıkıp ortamcı olan kızla olmaz. Öyle ortamlarda illa bir şeyler olur,birisinde olmasa 10. Gidişinde olur, bu su gibi berrak bir şey.",OTHER,0
"Güzele kaşar, yakışıklıya züppe dersin , devam et bıyıklı kız sen mükemmelsin..!!!  #GeceyeBirNot #iyigeceler",SEXIST,1
Kadına şiddet ve kadın cinayetleri olmalı bence.,SEXIST,1
Ayy sus artık allah kahretsin seni çarpık bacaklı kezban,INSULT,1
Vaziyet bu Ya Allahın yaratıp donatıp rızıkverdiği kullar onun buyruğuna uyup   temiz Bir hayat yaşayacak dostolacak yada. Nefsin Arzu istek şehvet vahşet isteklerine göre yaşayıp  Allahın gazabına uğrayacaksınız iyi. Düşünün  sizden öncekilerin. Hayatlarını ve akibetlerinidüşünü,OTHER,0
Şişme sarı çiyan,INSULT,1
Aramızda iki metre var ve sen leş gibi kokuyorsun,INSULT,1
Çarpık bacaklı kız kusursuzu arıyor,INSULT,1
"Haberlerde İstanbul sözleşmesinin Danıştay'dan dönmesini protesto eden kadınlarımızı gördüm..İşte Türk kadını. Cesur,Vatansever,hakkını arayan ...",OTHER,0
"Erkekler ? Pısırık ,çakma delikanlı,korkak.....devamını yazmayayım.",SEXIST,1
Bu sitenin asıl kasarlari memesini atanlar degil istisnasız her kizi lincleyen anon erkeklere yaranmak icin onlar gibi davranan turbanlilardir,SEXIST,1
Sarı çiyan tahrik etti,INSULT,1
"%100 Ya bu meymenetsiz fosil artıklarına ne demeli,sözde herbiri Anne olacak.  Düşünsenize bunların doğurdukları kendileri gibi olan mahlukları…!",INSULT,1
"Sürtük deyince susanlar, “hanım kız” deyince nasıl ciyaklıyorlar!  Sanki kadın hakları savunucuları hepsi…  Bakanından yazarına ya da alayı troll olan kitle…",PROFANITY,1
turk kizlari dunyadaki en kolay kizken turk erkeginin buna ragmen incel olarak hayatina devam etmesi... inanilmaz bir eziklik twitter.com/falanfilanulen…,RACIST,1
Allahımmm bu kadar güzel tatlı çıtır bir insan olabilir miiii #nisabölükbaşı  @BolukbasiNisa,OTHER,0
Sümsük Karı,INSULT,1
Amk keli ya azmadığım tek erkek,PROFANITY,1
"Eşitlik mücadelemizden de , haklarımızdan da, İstanbul Sözleşmesi’nden de vazgeçmiyoruz. #istanbulsoezlesmesindenvazgecmiyoruz  #BizimİçinBitmedi",OTHER,0
bıyıklı kız mı olur amınakoyim ya,PROFANITY,1
Homolar kötüdür.,SEXIST,1
Okuldaki aptallar ölse 20 saat halay çekerim sınıfımızda sapık bir çocuk var ve arkadaşımın göğüslerine dokundu fakat sınıfın aptal başkan yardımcımız sırf sapık çocuğu sevdiği çocuk savunuyor diye kız bana yapmadığını bırakmadı kaşar,PROFANITY,1
orta okuldaki erkek arkadaşımla ayrılmamın tek nedeni saçlarını sıfıra vurmasıydı :-D Bok gibi olmuş kabak kelle :'-(,PROFANITY,1
"o degil de ben bizim okuldaki melisadan kurtulmak icin 1 yil daha beklicem kiz yapisti resmen ""lezim"" diye agzimdan laf almaya calisiyo sikicem agzini yuzunu",PROFANITY,1
"Bizim sınıfta bi kız vardı Funda , bigün sınıfın ortasında bileklerini kesmişti , sebep köydeyken kuzeninin ahırda pantolonunu indirmeye çalışıp zaten evlenicez demesiymiş , sonra okulu bıraktı zaten evlendi sanırım o pislikle",INSULT,1
Okuldaki kızlardan not istiyorum sanki canlarını istiyorum hainler vatan hainleri,INSULT,1
Ankaranın en şerreefssiiz evladı erkekleri bizim dershanede yeminle hepsi toplanmış,PROFANITY,1
"Erkekler mal işte amk bizim sınıfta biri kan, çiş aynınyerden gelio sanıo amk",SEXIST,1
"Okuldaki erkek hocaların götüne girip, burda kaşmerlik edip duyar kasmayın kızlar",SEXIST,1
ben okuldaki erkek kankama BTS BS&T dinletmiştim 8. sınıfta. okulda mani mani diye dolaşıyordu hsgsjagjsgsj derste birliktebdedikodu yapıyorduk ama şu an konuşmuyoruz... neyse güzel zamanlardı,OTHER,0
erkek arkadaşım sen çal kapımı çekilen mimarlık ofisinde çalışıyor oraya gelen fanlardan bahsediyor                                       o sırada me:,OTHER,0
Bu karıyı babası emzirmiş it soyu,PROFANITY,1
Yokki bi sevgilimiz siktiğimin Fenerbahçe maçına gidelim diyorum kız arkadaşım olmadan Fenerbahçe maçına gitmeyi düşünmüyorum.,PROFANITY,1
okuldaki kiz birz daha beni her gordugunde gulumseyip ardindn takmiomus gibi davranmya devm ederse olau cikicakk...dengesiz misin amk,PROFANITY,1
"Bursa'nın Osmangazi ilçesinde Mithatpaşa Ortaokulu Müdürü Haydar Akın, okuldaki kız öğrencilerle erkek öğrencilerin ayrı sıralara oturtulması için öğretmenlere yazı gönderdi. Tepkiler üzerine Kaymakamlık, Akın hakkında soruşturma başlatıldığını duyurdu.",OTHER,0
Türk kızlarının koreli erkek hayranlığını anlayamıyorum sakalsız erkek mi olur bildiğin susamsız simit,RACIST,1
"Justin Bieber gerizekalıdır, sevenleri de öyle ne yazık ki.. Bileklerini tüysüz bamya için kesen kızlardan ne bekleyebiliriz ki..",INSULT,1
Ortalık tokyo görünümlü bıyıklı kız dolu,SEXIST,1
Çarpık bacaklı kızlardan korkun dhdhd,SEXIST,1
Aldatan zorbalardan tiksiniyorum meymenetsiz picler,PROFANITY,1
Bana bak kızım senin anlayacağın şeyler değil bunlar kafan basmaz yani! Elinin hamuruyla bulaşma her boka awk ! @aytenlikadin,SEXIST,1
Kes lan mk karısı,PROFANITY,1
Erkek sözü ver lan yarraam,PROFANITY,1
Köpeğim suratına sıçsın senin namussuz karı,PROFANITY,1
Sonra gitti ortamlarda ben erkeğim diye anlattı Bacısını siktiren gavat pezevenk,PROFANITY,1
domal kızım gizli çekim,PROFANITY,1
Her kadın ana olmuyor bu siktiğimin karısı olmasa daha iyiymiş ulan çocuk 9 yaşında lan 9 ! #herkesanaolmasın,PROFANITY,1
"Bunca zaman sadece tc erkeklerine laf ettigim icin ozur dilerim, erkek her yerde erkekmis, avrupalisi da amerikalisi da ayni bok ya. Erkekler kapatilsin lutfen",SEXIST,1
Sevgilime poğaça yapmak için mutfağa girdim dolapta maya olduğunu iddia etti. Mayanın son kullanma 2009. Erkekler kapatılsın lütfen.,SEXIST,1
araplari sikmem bile pladar pis milletki sen git kendine arap kari al amk yavsagi,RACIST,1
Gece 2de acıkan midemi taksim meydanında zenciler siksin amk.,PROFANITY,1
"Gecenin 2sinde hoparlör açıp bangır bangır kına gece müzikleri dinleyen ve uykumuZdan eden her kim yada kimlerse senin babana müjdeleyının ta amk.Ermeni bozması yunan tohumu OROSPU ÇOCUĞU SENİ!!
Siktir git Geber piçin soyu!!!",PROFANITY,1
"Gezegenimizde yüzbinlerce yıl önce başlayan, sonradan buraya gönderilen canlı türü olan insanın burada istenmeme sorunsalı hala devam etmektedir.
Özgür iradeye müdahale etmeme kriteri nedeniyle insan ırkını korkutarak ve inandırarak kendi kendilerini yok etmeleri sağlanmaktadır..",OTHER,0
Kimse bu yunan tohumu beni bulsun sahtekar amk lan İnönü komutan dır beynini sittimin akp lisi,PROFANITY,1
Laikler ve kemalistler senin ananı bacını siksin orospunun evladı. Bok oğlu bok yunan tohumu adi şerefsiz piç...,PROFANITY,1
siktirip gideceksiniz o boklu ülkelerinize! pis arap,RACIST,1
Vay aq ingilizlerin,RACIST,1
Bu zenciler de hep kapkara aq,RACIST,1
Senin ben ananı bacıni sikim pis arap çölde birbirinizi sikiyosunuz şerefsizler,RACIST,1
Hoşt lan köpek. NE KÜRDISTANI ULAN siktirme kürtleri,RACIST,1
Savaştan kaçmış kansız köpekleri bana din kardeşi diye yutturan gerizekalı insanlar beni takip etmesin lütfen çünkü benim askerim bugün şehit oldu Oruspu çocuğu Suriyelilerde plajda karı kız götü çeksin MKonlar yüzünden bütün yazı evde geçiriyorum sahile gitmeye korkuyorum,RACIST,1
Amedspor'a haksızlık yapıp önüne engeller koyarak halkı karşınıza almayın.Bu Arma Sokakta Oynasa Bile Bizler Kaldırımda Destekleriz.Ama Hiçbir Talana Yandaşlığa Ve peşkeşliğe İzin Vermedik Vermeyeceğiz.. #StadyumlarHalkındır,OTHER,0
Sen insan değilsin o çocuğun tırnağı kadar olamazsın.,INSULT,1
“Herkese teşekkür ediyorum. Videodakilere de teşekkür ediyorum. Bütün sevinenlere ve sevinmeyelere de teşekkür etmek istiyorum.”  Çok güzel bir insansın Ahmet. İyi ki geldin! #BenBirİnsanım,OTHER,0
"Seni Şişko,Obez ,Açgözlü ABD",RACIST,1
Irak Necef kenti ve bir çok yerinde daha Türk bayrakları yakılıyor  biz o bayrak uğruna dünyayı yakarız eğer şu anda bu ülkenin karar veren mekanizmalarının başında olsaydım emin olun Türk ordusu dün gece Irak’a girmiş olurdu.,OTHER,0
"Aha geldi! Diyecek ""telefonunu çıkart.""  Bu Z kuşaği harika bişey tam Duygularimuza Tercuman Oluyor..:) . . .  ",OTHER,0
"SOSYAL DUYARSIZLIK  #Fransa'da yapılan bir sosyal deneyde, yoldan geçenlerin gözleri önünde #çocuk kaçırılmasına Fransızlar tepkisiz kaldı.",OTHER,0
Lan sıcaktan eridim. Ben bu sıcakta nasıl çalışacam aqq. Lan zenciler üç beş arap daha kesin aq. Ne güzel durmuştu aq işi.,RACIST,1
Kandilin fino köpeği HAWLAMAYA başlamış her gün birinizi bir gün hepinizi sen de sıranı bekle it soyu,INSULT,1
Okuldaki erkek dedikodusunu özledim yav ne güzel gülerdik hep beraber.,OTHER,0
İNSANLIK TARİHİNİN EN OROSPU COCUGU MİLLETLERİ   -ingilizler  -ruslar -çinliler  -sırplar,RACIST,1
"O şerefsiz dünya önce Avrupa’daki maçlarda açılan köpek soyu terör örgütlerinin paçavraları açıldığında duruş göstersin. Benim ülkemde, dünyadaki  konjektür içinde yapılan bir hata bütün takıma mal edilemez. Bu ülkede otobüs kurşunladılar, kimse bu kadar konuşmadı, yazıklar olsun",INSULT,1
Kanı bozuk kopek it soyu kansiz o.cocugu pic kurusu,PROFANITY,1
Senin ırkın ne? Köpek soyu lağım ağızlı provokatör.,INSULT,1
Kardeşinin anasını sikim it soyu.PKK sınında teröristininde bu ülkenin ekmeğini yiyipte sırtından vuranında anasının amına ihlarla sihalarla girer çıkarız.Kürtleri bir rahat bırakın orospu çocukları.,PROFANITY,1
senin kadar annasi fahişe var mi burada be anasina kodumun evladi seni o sik kafali hamsi beyninle bana burada kelime yapma 61 kere sikerim veliahtini it soyu ermeni tohumu seni,PROFANITY,1
abi zenciler kendi işinde cart curt konuşan dalyaraklar izlesin adamlar çete olmuş aq,RACIST,1
it soyu,INSULT,1
Hoşt lan KÖPEK. kemirebildiğin kadar havla it soyu,INSULT,1
Bu seni teselli eder mi bilmiyorum ama çok ta kafana takma çünkü öteki köpek soyu da senle aynı durumda,INSULT,1
Senin gibi g*tlere izah etmek zorunda değil enazından padişah soyuymuş sölediğine göre senin gibi it soyu değil yiğidim…!!,PROFANITY,1
Müstakbel Halk Tv yorumcusu bu soyu bozuk it. Yazın buraya.,INSULT,1
"Kuzey amerikalı ve güney amerikalıların inanılmaz farklı karakterlere sahip olması çok anlamlı. Çünkü kuzey amerika medeniyetini ingilizler ve fransızlar, güney amerikayı ise ispanyollar ve portekizliler kurdu.",OTHER,0
"milli şuurunu hepten kaybetmiş, batıcıl medya tarafından uygulanan manipülasyona mağlup olup, uygulanan bu sistematik vahşete kör taklidi yapan tüm akranlarım ve büyüklerime öfkeliyim",OTHER,0
Bak kendim için istiyorsam orospu çocuğuyum. Kendi hayatım için kullanırsam zenciler siksin beni...,PROFANITY,1
Haddini bil köpek soyu !!!!  Çamur at izi kalsın şerefsiz köpek ….,INSULT,1
